MAE,RMSE,R2,Explained Variance,MAPE (%),Model,CV R²
0.2522074442875914,0.3462914902845565,0.3296511017070588,0.33015599980905874,7.1206588357137095,Extra Trees (tuned),0.3037458011714931
0.2547338742622718,0.34655462917331953,0.32863194941300344,0.32897244221823774,7.194184822501039,XGBoost (tuned),0.2959826983192812
0.25397129666058144,0.3466816324077556,0.3281397814798147,0.3286423167292133,7.178087165104764,XGBoost (initial),
0.25541319925872186,0.34985291997976764,0.31579181187620475,0.3169131050194428,7.222317088391808,Random Forest (tuned),0.29294633949580856
